login,location,bio,createdAt,country
Username_33_1,Brazil,"Computer Graphics, GPU computing, Embedded Devices, Scientific Simulations. conte.rigel@gmail.com ",2023-01-22T19:19:24Z,BR
Username_33_2,United Kingdom,"I am an aspiring programmer, currently studying a level 3 diploma in software development with the Code Institute.",2025-01-22T14:28:07Z,UK
Username_33_3,"Florida, United States",Software Engineer @ American Express University of Maryland - College Park 2024 Graduate,2025-01-14T15:03:05Z,US
Username_33_4,"Lagos, Nigeria.",I am a software developer majoring in website development. iCode2023...🖤,2021-01-25T12:17:00Z,NG
Username_33_5,India,This isn't a dream. It's just my reality. ᴿᴷ,2021-01-14T11:13:38Z,IN
Username_33_6,"Near Narayana techno school, Thubarahalli, Bangalore 560066 Karnataka India",Get the convenience of sourcing the best products made with the finest natural ingredients certified natural product.,2023-01-16T08:54:54Z,IN
Username_33_7,Nigeria ,A non-profit organization with the mission to de-escalate violence and promote development.,2025-01-14T13:57:12Z,NG
Username_33_8,"Sao Paulo, Brazil","Back-end software engineer @DeloitteOptimalReality. Julia, robotics and hobby electronics.",2024-01-09T18:20:37Z,BR
Username_33_9,United States,Endianness is a lie made up by the government to control us.,2021-01-06T23:52:35Z,US
Username_33_10,United Kingdom,"Aspiring Data Scientist | Data Engineer | Data Analyst | Machine learning, Data Visualization, Data processing",2021-01-06T17:11:01Z,UK
