login,location,bio,createdAt,country
Username_62_1,"Maringá, Paraná, Brazil","Code, learn, repeat 🔁 | Java & Web Dev | Always exploring new tech",2024-01-20T17:09:40Z,BR
Username_62_2,"Cuttack,Odisha,India","If I'm not building something,I would be thinking of building something!",2021-01-13T14:02:53Z,IN
Username_62_3,Brazil,Aeronautical Engineer - Moscow Aviation Institute // Data Science and Analytics - USP/ESALC ,2022-01-14T13:20:06Z,BR
Username_62_4,United States,🌟 Never give up.  😂 Laugh a lot. 🤝 Be good to others.,2023-01-04T20:13:12Z,US
Username_62_5,"Leeds, United Kingdom","CEO, diam Systems. A software engineer for both open and closed source projects.",2021-01-24T18:37:36Z,UK
Username_62_6,"Owerri, Nigeria",I am a passionate data scientist who loves solving problems with data using machine learning models,2025-01-16T10:08:53Z,NG
Username_62_7,"1709 Whispering Willow Pl, San Jose, CA 95125, United States",Teddy Garage Doors is your trusted partner for top-notch garage door services in San Jose.,2024-01-03T05:08:55Z,US
Username_62_8,"Udaipur Rajasthan, India",MERN -Stack Developer  | Internship Trainee at Vraio Software Solutions Private Limit | 1 years of Experience ,2024-01-21T07:28:23Z,IN
Username_62_9,"Lagos, Nigeria.","I'm a website developer and graphic designer who also provides smart solutions for homes, offices and schools.",2021-01-22T09:40:16Z,NG
Username_62_10,United Kingdom, A thriving community for students and professionals in the data space 📊 ✨,2025-01-15T16:32:21Z,UK
