login,location,bio,createdAt,country
Username_1_1,"Indianapolis, IN, USA","Associate Professor, Biological Sciences, Butler University, Indianapolis, IN, USA",2021-01-08T20:06:12Z,IN
Username_1_2,Brazil,<html> <title> Aprendendo apenas por diversão! </title> </html> print('Python'),2021-01-28T23:51:07Z,BR
Username_1_3,"1325 6th Ave 28th floor, New York, NY 10019, United States","Omni Injury & Accident Law, P.C. is an experienced law firm that focuses on personal injury cases.",2025-01-29T12:18:06Z,US
Username_1_4,"Lagos, Nigeria ",Our essence is to support and grow a collaborative and innovative ecosystem of players in the financial services space. ,2023-01-10T08:12:33Z,NG
Username_1_5,United Kingdom,Tech enthusiast! | Python developer | Lover of AI | Neera!!,2021-01-03T08:49:17Z,UK
Username_1_6,United States,I like Reverse Engineering to better understand how a program can operate.,2021-01-27T23:27:14Z,US
Username_1_7,United Kingdom,"Recruiting for IT Roles, get in touch if you are looking for a new position.",2021-01-19T15:26:26Z,UK
Username_1_8,Nigeria,"Front-End Developer || JavaScript || React.js ||  Git, Github || HTML || CSS ",2023-01-22T09:42:29Z,NG
Username_1_9,"Maceió, Brazil",Analytics Engineer | Python | R | SQL | Azure | PowerBI |,2023-01-20T07:28:41Z,BR
Username_1_10,India,Made an absolute rough book out of my GitHub. Now I gotta doodle on it.,2022-01-17T09:08:38Z,IN
