login,location,bio,createdAt,country
Username_5_1,United Kingdom,"I am an AI enthusiast, striving daily to learn something new. ",2021-01-11T06:03:39Z,UK
Username_5_2,Brazil,Where does spoken language and coded language meets? Let's find out!,2023-01-04T17:23:05Z,BR
Username_5_3,Nigeria ,I'm Faith from Nigeria  An intern software engineer trying to explore into the SE world.,2023-01-11T10:28:06Z,NG
Username_5_4,India,I’m currently working @Accenture as DevOps Engineer. Reach me at vgvijayraj32@gmail.com,2023-01-03T07:29:00Z,IN
Username_5_5,"Illinois, United States",- Unreal Engine Developer - Founder of Defuse Entertainment - Computer Engineer,2021-01-18T20:58:28Z,US
Username_5_6,United States,"Full stack .NET and React developer, Windows DevOps engineer, and systems engineer",2021-01-25T18:56:27Z,US
Username_5_7,India,"A Software developer, eager to learn any stuff pulling me in.",2023-01-03T05:34:27Z,IN
Username_5_8,Brazil,David (22)   🇧🇷                                                                   Software Developer                                C++ | Python | Kotlin,2021-01-10T01:23:25Z,BR
Username_5_9,United Kingdom,Automotive Consultant focused on gaps in the market and product design and delivery,2023-01-20T09:49:17Z,UK
Username_5_10,"Yaba, Lagos, Nigeria",| Software Engineer | Technical Writer | Content Creator | Teacher | YouTuber,2021-01-31T23:26:21Z,NG
