login,location,bio,createdAt,country
Username_78_1,"Manchester, England, United Kingdom",Magento 2 Certified Developer | Shopify Full Stack Developer | SEO Expert | Digital Marketing & PPC Specialist,2021-01-28T08:06:05Z,UK
Username_78_2,United Kingdom,Kubernetes contributor; emeritus tech lead for SIG Docs. Previously @sftim,2025-01-01T23:54:25Z,UK
Username_78_3,Aracaju - Brazil,Hi! Welcome to my GitHub page! Here I'm gonna share my studies and some projects.,2022-01-20T15:51:20Z,BR
Username_78_4,United States,NFLBITE: Your ultimate destination for free NFL live streams and updates!,2025-01-06T12:15:23Z,US
Username_78_5,"West Bengal, India","A tech enthusiast with a highly creative mind, blending design and technology seamlessly.",2025-01-02T07:58:49Z,IN
Username_78_6,Nigeria,I am a developer ...I develop mobile apps on both Android and iOS app .,2021-01-15T07:43:09Z,NG
Username_78_7,"Lucknow, Uttar Pradesh, India",Happy Coding in multiple Domains. Lazy coder who likes vacations!!,2021-01-18T01:46:12Z,IN
Username_78_8,Brazil,"“the last light of day's end is yours!""",2025-01-04T20:01:07Z,BR
Username_78_9,Nigeria,Africa's First AI-Powered Ecosystem For Personalised Diabetes Care. Making personalised diabetes care more affordable and accessible,2024-01-23T19:49:35Z,NG
Username_78_10," 77 Van Ness Ave Suite 302, San Francisco, CA, United States, California","Treat others with sincerity and kindness, and life will reward your efforts.",2025-01-14T01:21:42Z,US
